FEATUREID	huc10	AreaSqKM	summer_prcp_mm	mean_jul_temp	forest	allonnet	devel_hi	agriculture	occ_current	occ_air_2	occ_air_4	occ_air_6
201478332	0107000502	11.0853	285.9055	19.5738	74.8746	10.6925	0	15.3365	0.81517	0.08768	0.00209	0.00005
201478333	0108020302	2.5902	393.295	16.0515	96.8182	0.729673	0	0	0.99958	0.99436	0.92829	0.48706
201478334	0108020302	8.811	401.978	16.305	88.2883	0.490296	0	1.4811	0.99907	0.98784	0.85996	0.31705
201478335	0108020202	9.2043	325.376	18.9191	76.9151	5.61259	0	2.3174	0.68132	0.18939	0.02490	0.00278
201478336	0108020202	1.1115	322.149	18.395	93.5065	0.323887	0	0	0.84699	0.35664	0.05258	0.00553
201478337	0107000502	6.9849	285.5286	19.5666	70.341	7.70519	0	19.1728	0.79681	0.08002	0.00193	0.00004
201478338	0109000107	9.4905	290.7212	21.4492	1.28079	5.25367	12.0341	0	0.90498	0.71019	0.38671	0.13959
201478339	0109000107	51.1092	292.4998	21.2243	15.8147	0.653307	17.9774	0.0528281	0.73835	0.39962	0.13569	0.03571
201478340	0108020302	1.1475	320.8951	16.2669	94.2857	0	0	21.8039	0.99829	0.97784	0.76942	0.20146
201478341	0108020302	7.263	323.5797	16.6796	85.5086	0.123916	0	13.2714	0.99783	0.97254	0.73165	0.17354
201478342	0108020302	666.803	370.652		78.6732	6.38406	0.0134972	2.37578				
201478343	0108020402	4.2948	304.8828	17.9054	95.1172	1.1316	0	8.40318	0.97820	0.84478	0.39766	0.07415
201478344	0108020402	1.3455	304.0978	18.1434	90	0.668896	0	3.41137	0.98076	0.86365	0.44042	0.08908
201478345	0108020402	2.0889	312.1013	17.9997	92.0833	6.97975	0	4.78242	0.97001	0.79944	0.32944	0.05710
201478346	0108020202	1007.1	308.4593		75.6601	8.73768	0.306523	3.11715				
201478347	0108020402	1.5057	302.2074	18.162	89.2977	2.8691	0	18.7687	0.94738	0.69434	0.22277	0.03490
201478348	0108020402	4.1787	301.7165	18.1186	96.4438	4.99677	0	5.6429	0.97464	0.82218	0.35741	0.06271
201478349	0107000502	1.2591	285.7773	18.9406	65.6891	2.28735	0	41.1008	0.76660	0.07162	0.00181	0.00004
201478350	0107000502	5.2011	285.3048	19.6015	68.802	7.04274	0	16.8368	0.83093	0.09854	0.00243	0.00005
201478351	0107000401	2.3895	282.8542	20.3128	53.2787	1.58192	0.527307	4.97175	0.87213	0.15464	0.00488	0.00013
201478352	0107000502	3.8601	285.136	19.6355	72.093	7.83399	0	9.23292	0.90043	0.16400	0.00424	0.00009
201478353	0108020202	0.8298	308.7479	19.4619	76.7123	11.7137	0	8.13449	0.36675	0.05975	0.00692	0.00076
201478354	0107000501	1.2474	287.1165	19.7297	77.8135	27.9221	1.0101	5.12265	0.46898	0.25309	0.11505	0.04751
201478355	0108020302	0.8073	317.9272	16.9753	89.1892	0	0	7.46934	0.99747	0.96750	0.69249	0.14554
201478356	0108020302	5.5881	322.1824	16.9472	88.172	0.531487	0	4.34853	0.99802	0.97436	0.74141	0.17778
201478357	0107000402	7.1739	282.9156	20.2527	55.6701	6.52365	1.59328	17.5135	0.87928	0.62667	0.27894	0.08186
201478358	0108020302	677.054	369.984		78.6178	6.29325	0.0132929	2.38461				
201478359	0108020202	1005.88	308.4588		75.645	8.73711	0.306895	3.11405				
201478360	0107000402	0.8028	283.6327	19.4212	97.0588	0.336323	0.672646	0.672646	0.96316	0.82673	0.46547	0.13713
201478361	0107000502	2.088	290.905	19.895	68.4211	0.862069	0.344828	9.05172	0.82565	0.09422	0.00228	0.00005
201478362	0108020304	8.0406	309.8727	18.0225	63.5122	3.42512	0	14.2377	0.98153	0.80143	0.23458	0.02274
201478363	0108020202	1003.61	308.45		75.7148	8.75471	0.305795	3.12073				
201478364	0108020302	1.1511	320.4136	16.5362	97.9592	3.362	0	1.09461	0.99927	0.99001	0.87813	0.34394
201478365	0108020302	675.621	370.088		78.63	6.30646	0.0133211	2.38487				
201478366	0108020302	0.7776	321.8498	16.7672	85.1852	0.115741	0	4.16667	0.99867	0.98293	0.81561	0.25357
201478367	0108020302	7.5168	325.073	16.9531	84.0996	0.239464	0	5.68726	0.99777	0.97173	0.72495	0.16811
201478368	0108020302	20.9826	326.704	17.1918	86.3665	0.986532	0	5.45595	0.99644	0.95446	0.61106	0.10536
201478369	0107000501	0.8559	292.0784	20.1995	62.8788	2.62881	0	3.78549	0.70864	0.50015	0.29160	0.14483
201478370	0107000501	22.6071	291.4242	20.4518	64.4203	7.49632	0.887774	3.36399	0.53015	0.31561	0.15859	0.07152
201478371	0108020402	2.5938	301.7621	18.9318	71.5415	10.0625	0	1.839	0.95008	0.72238	0.26238	0.04638
201478372	0108020402	20.1987	305.589	19.4838	65.6179	13.8261	0	3.51112	0.84820	0.44395	0.10240	0.01604
201478373	0107000502	188.169	283.1739	23.141	58.2438	9.58786	2.13797	5.08569	0.00014	0.00000	0.00000	0.00000
201478374	0108020302	1.9107	338.866	16.2235	84.5528	0	0	1.22468	0.99958	0.99463	0.93464	0.52478
201478375	0108020302	669.487	370.508		78.652	6.35847	0.0134431	2.37567				
201478376	0107000502	13.842	286.2106	19.6447	77.0707	9.93498	0	12.5033	0.82037	0.08939	0.00211	0.00005
201478377	0107000501	1.7523	284.9128	20.8936	39.7727	0	0.0513611	0.770416	0.81955	0.67648	0.49052	0.30714
201478378	0108020202	22.7961	302.6726	19.4715	79.3564	6.3603	0	1.61475	0.48320	0.09118	0.01065	0.00115
201478379	0108020402	6.1236	301.86	18.2082	94.5663	4.33568	0	10.4056	0.96188	0.75451	0.27235	0.04359
201478380	0108020402	1.2789	301.6182	18.0848	100	1.61858	0.211119	4.78536	0.97895	0.84595	0.39335	0.07112
201478381	0107000502	1.9026	289.4278	21.4465	14.5631	1.65563	0.37843	4.21003	0.30948	0.01221	0.00034	0.00001
201478382	0107000502	1.269	292.0406	21.3239	13.8801	2.19858	1.91489	9.14894	0.20648	0.00726	0.00021	0.00001
201478383	0108020202	1.017	324.046	18.0772	96.9231	0.79646	0	0	0.89686	0.46132	0.07779	0.00824
201478384	0107000501	31.8312	291.4151	20.6787	64.4281	9.72913	0.675752	2.87831	0.45463	0.25467	0.12285	0.05429
201478385	0108020302	2.7342	323.299	16.1895	100	0	0	0.263331	0.99970	0.99591	0.94612	0.55876
201478386	0108020302	1.0197	322.623	17.7462	44.6429	0	0	12.9744	0.98407	0.84932	0.33960	0.04481
201478387	0107000402	329.297	289.9145		67.6043	11.8335	0.594722	6.77399				
201478388	0107000502	15.0687	286.3022	19.8945	72.8416	9.16801	0.0656991	11.8079	0.72715	0.05488	0.00126	0.00003
201478389	0107000502	1.6335	288.1843	19.7418	67.4833	0.826446	0	8.31956	0.90425	0.17235	0.00457	0.00010
201478390	0107000501	5.1048	284.1172	19.8315	80.8838	10.5783	0.317348	2.06276	0.66198	0.42463	0.21760	0.09487
201478391	0109000107	580.739	292.5616		63.4732	11.5101	2.19491	3.97588				
201478392	0107000402	1.2501	299.4474	18.7437	82.4324	1.65587	0	9.86321	0.96142	0.83183	0.49544	0.16314
201478393	0107000501	0.8991	285.3199	19.8161	55.5556	3.5035	0	33.1331	0.40604	0.22756	0.11265	0.05187
201478394	0108020202	1.7334	313.346	20.2028	49.4898	0	0.571132	0.207684	0.39661	0.07633	0.01028	0.00130
201478395	0107000502	16.7148	286.4878	19.9421	72.0566	8.3459	0.0592289	11.4581	0.71247	0.05125	0.00118	0.00003
201478396	0107000502	1.2501	288.6754	20.0935	56.701	3.16775	1.07991	6.11951	0.81394	0.09199	0.00234	0.00005
201478397	0107000501	37.9656	291.3761	20.8428	62.7686	8.96548	0.616347	2.60525	0.42953	0.23709	0.11369	0.05028
201478398	0107000501	0.9729	289.4996	20.082	64.3154	3.51526	2.31267	1.48011	0.68952	0.47615	0.27114	0.13213
201478399	0107000501	365.695	288.7762		51.8978	13.0513	3.61629	3.67757				
201478400	0109000109	40.8312	292.5805	20.964	62.0067	12.7937	1.39085	1.22113	0.27299	0.04022	0.00466	0.00052
201478401	0108020302	1.3806	392.953	15.7146	97.5806	1.36897	0	0	0.99979	0.99720	0.96321	0.65817
201478402	0108020302	12.879	398.786	16.2875	90.9011	0.642907	0	2.17331	0.99917	0.98894	0.86961	0.33217
201478403	0108020302	2.7693	390.068	15.7202	99.1124	0.747481	0	1.39747	0.99979	0.99711	0.96185	0.64805
201478404	0108020202	2.1942	325.39	17.9899	94.0741	6.02953	0	9.96719	0.83103	0.33158	0.04766	0.00502
201478405	0108020202	1.8927	302.3421	18.548	90.4306	1.66429	0	2.47266	0.78523	0.27088	0.03638	0.00382
201478406	0109000107	5.238	285.63	21.9005	2.90598	1.01375	2.74914	0.257732	0.97384	0.90327	0.70086	0.37020
201478407	0108020202	8.082	325.822	18.7742	73.4414	6.34744	0	2.6392	0.72216	0.22471	0.03131	0.00359
201478408	0107000501	3.5514	284.5116	20.0615	71.1066	10.5677	0.456158	3.09174	0.65983	0.43404	0.23267	0.10706
201478409	0107000501	3.393	285.0754	20.2194	57.3034	2.65252	0.503979	12.2546	0.63887	0.42858	0.24127	0.11880
201478410	0109000109	0.756	296.8407	22.0882	0	0	0	0	0.43118	0.09980	0.01595	0.00237
201478411	0108020302	35.5536	329.294	17.5712	88.3796	2.45798	0	4.73876	0.99243	0.90620	0.41577	0.04982
201478412	0108020304	2.6082	304.7099	19.2167	18.9922	0.621118	0.483092	26.3975	0.78961	0.25720	0.03096	0.00294
201478413	0108020304	213.871	326.826		82.1246	2.2522	0.0883712	9.04837				
201478414	0108020401	1.4913	319.377	18.5571	91.7431	2.6554	0	0.8449	0.98218	0.88299	0.50817	0.12392
201478415	0107000501	8.6742	284.5131	20.0301	73.2039	7.66757	0.383897	6.00747	0.62011	0.38991	0.20014	0.08923
201478416	0108020202	6.0714	325.757	18.5291	83.5648	5.98873	0	3.15743	0.77191	0.26373	0.03653	0.00400
201478417	0108020202	2.1303	323.626	18.4013	81.9672	4.98521	0	2.70384	0.81415	0.31860	0.04753	0.00530
201478418	0108020402	15.4692	301.5471	18.9517	77.6375	11.0775	0	3.31627	0.92884	0.63504	0.18825	0.02999
201478419	0109000107	573.646	292.6586		63.8871	11.5325	2.19491	4.00873				
201478420	0109000109	1.8378	298.2866	20.1765	64.6018	5.14958	0.195886	2.00784	0.64203	0.16127	0.02020	0.00221
201478421	0108020302	672.692	370.296		78.572	6.32818	0.0133791	2.38924				
201478422	0108020302	674.388	370.179		78.5765	6.31226	0.0133454	2.38736				
201478423	0107000502	16.3863	289.6451	20.7483	48.295	12.8357	2.43313	3.5371	0.35933	0.01355	0.00034	0.00001
201478424	0107000501	0.7911	285.701	20.0148	73.1034	7.05347	0	0	0.73962	0.52597	0.30238	0.14480
201478425	0108020202	1.6245	302.9279	19.1063	73.8636	4.76454	0	1.10803	0.65914	0.17634	0.02315	0.00262
201478426	0108020402	6.4548	304.6504	18.2126	94.2172	1.56163	0	8.12883	0.96675	0.77952	0.30062	0.04967
201478427	0108020402	0.8811	303.8018	17.9998	94.8498	0.919305	0	1.22574	0.98567	0.89274	0.50179	0.10865
201478428	0109000107	1.2915	285.8945	21.3087	0	0	12.9617	0	0.94865	0.82740	0.55432	0.24398
201478429	0107000402	31.5882	291.3926	19.8311	81.0986	4.94045	0.0142458	3.05146	0.94912	0.78666	0.42157	0.12591
201478430	0107000402	1.3977	282.0749	19.16	95.3125	4.63619	0	1.60979	0.97132	0.86175	0.53431	0.17438
201478431	0107000501	10.0323	284.6652	20.1709	70.6528	8.4507	0.331928	5.19422	0.61259	0.38531	0.19903	0.08967
201478432	0107000502	1.0467	287.21	20.5638	42.069	0.601892	0.94583	4.29923	0.71137	0.05704	0.00148	0.00004
201478433	0107000501	304.889	288.4169		50.6899	13.4606	4.05295	3.78728				
201478434	0107000501	14.2164	284.6559	20.247	69.5565	9.26184	0.785009	5.05824	0.57083	0.34675	0.17480	0.07795
201478435	0108020302	0.9882	307.3322	17.9748	68	0.455373	0	7.1949	0.98516	0.84486	0.30877	0.03534
201478436	0108020302	1048.7	356.637		79.7164	4.57456	0.0106417	3.46036				
201478437	0108020202	9.3294	323.5	18.9984	90.6061	3.84912	0	2.07409	0.64341	0.15453	0.01818	0.00187
201478438	0108020401	11.9214	325.556	18.768	87.7828	3.14057	0	4.56742	0.96136	0.77638	0.32635	0.06333
201478439	0107000402	33.0867	290.9697	20.0531	82.0107	5.00231	0.0136006	2.98942	0.93698	0.74495	0.36461	0.10131
201478440	0107000402	6.3342	283.65	19.568	78.1485	9.63342	0	9.7613	0.93868	0.75664	0.38705	0.11367
201478441	0108020302	718.698	367.546		78.9939	6.06184	0.0125226	2.51217				
201478442	0108020302	2.2356	320.4955	16.6016	97.8102	0.805153	0	0.322061	0.99928	0.99012	0.87910	0.34541
201478443	0108020202	24.8688	302.7115	19.6122	77.8651	6.44543	0	1.70816	0.43542	0.07696	0.00893	0.00097
201478444	0108020302	1045	356.818		79.7963	4.58949	0.0105933	3.45446				
201478445	0109000107	3.2499	284.5231	20.5867	49.2866	8.72335	0.276932	0.996954	0.97896	0.90259	0.64857	0.26877
201478446	0109000107	6.1173	284.7657	20.6791	46.4036	8.29778	1.53009	1.05929	0.97354	0.88166	0.60136	0.23398
201478447	0107000402	10.7532	304.282	18.9284	91.2824	1.80783	0	4.29361	0.95959	0.81678	0.45561	0.13579
201478448	0107000502	2.2788	285.1476	19.2266	79.0598	6.99052	0	11.1769	0.95515	0.31041	0.00942	0.00020
201478449	0108020302	1.1673	320.4401	16.8923	84.2975	0	0	7.9414	0.99777	0.97185	0.72739	0.17097
201478450	0108020302	28.9521	326.176	17.365	85.4021	0.777146	0	5.43069	0.99514	0.93856	0.53243	0.07826
201478451	0108020202	35.685	304.059	19.9885	71.7484	10.0984	0	1.59899	0.30205	0.04667	0.00551	0.00063
201478452	0108020202	8.1954	307.651	19.6695	69.523	18.098	0	1.5045	0.35164	0.05836	0.00703	0.00081
201478453	0108020302	1.3572	324.092	18.6176	94.5355	0	0	2.0557	0.94311	0.90633	0.84961	0.76735
201478454	0108020302	2.8575	314.3181	16.8713	89.7655	0.188976	0	1.85827	0.99871	0.98301	0.81258	0.24525
201478455	0108020106	0.9531	302.3365	17.906	84.6154	0	2.07743	4.91029	0.99508	0.92056	0.39900	0.03663
201478456	0108020106	0.7965	302.7105	17.7582	86.6071	0	1.35593	15.0282	0.99103	0.86362	0.26627	0.02037
201478457	0108020302	987.775	358.947		80.1744	4.7955	0.00911138	3.01204				
201478458	0108020302	1043.3	356.909		79.7924	4.59697	0.00914408	3.44369				
201478459	0108020202	3.4929	301.6169	18.9166	74.3869	15.0219	0	0.0257666	0.64928	0.17015	0.02221	0.00251
201478460	0108020402	24.5223	304.9117	19.5214	67.729	12.9923	0	3.54534	0.83897	0.42430	0.09441	0.01453
201478461	0108020402	1.2996	302.8876	18.1307	96.4824	11.8421	0	5.67867	0.96667	0.77755	0.29635	0.04830
201478462	0107000402	39.5559	289.7641	20.1611	81.2613	5.89975	0.0113763	4.08637	0.93024	0.72497	0.34257	0.09339
201478463	0108020105	18630.2	327.2259		77.83	3.57185	0.10308	6.04726				
201478464	0108020105	3.5919	301.7279	19.7049	24	1.05237	3.45778	0.676522	0.91821	0.50456	0.08456	0.00831
201478465	0107000502	2.9853	284.9003	19.307	73.348	5.63762	0	16.0084	0.92409	0.20981	0.00576	0.00013
201478466	0107000502	1.0575	284.8181	19.2842	76.2082	6.80851	0	14.2128	0.93529	0.23690	0.00662	0.00014
201478467	0107000402	58.0275	291.9012	20.3161	84.0614	5.17565	0.0170609	4.29469	0.92185	0.69543	0.30652	0.07882
201478468	0108020302	4.2111	315.9314	17.7345	74.7212	0.213721	0	4.44539	0.99120	0.89941	0.41521	0.05337
201478469	0108020302	984.84	359.081		80.1587	4.80916	0.00913854	3.01489				
201478470	0107000502	185.24	283.0688	23.0838	58.6735	9.6909	2.15672	5.06117	0.00017	0.00000	0.00000	0.00000
201478471	0108020305	0.8028	311.8683	17.1534	67.6301	0.112108	0	16.2556	0.99648	0.95882	0.65674	0.13584
201478472	0108020305	1.1403	315.4563	17.0478	60.8911	0	0	31.6496	0.98974	0.89228	0.41576	0.05760
201478473	0108020402	7.9443	304.5135	18.1537	94.768	1.4501	0	7.44307	0.97029	0.79818	0.32386	0.05482
201478474	0108020402	0.945	303.4814	17.9688	94.8148	0	0	8.09524	0.97948	0.85310	0.41402	0.07915
201478475	0108020402	1.8423	301.2562	19.6146	48.7603	28.4319	0	2.24719	0.85498	0.47684	0.12350	0.02132
201478476	0108020202	8.2782	323.686	18.4339	91.411	2.21787	0	0.521853	0.82964	0.32962	0.04729	0.00499
201478477	0108020402	18.2484	301.5028	19.1439	76.0916	12.5173	0.0937068	3.20083	0.90460	0.56119	0.14711	0.02273
201478478	0107000501	6.1137	291.1763	20.6969	50.3277	4.87266	0.309142	1.1924	0.70120	0.50632	0.30952	0.16383
201478479	0108020305	1.3212	316.009	17.0373	59.8071	3.54223	0	34.673	0.98536	0.85356	0.33546	0.04189
201478480	0108020305	2.2194	317.0704	16.9503	69.437	7.05596	0	34.4282	0.98542	0.84923	0.31948	0.03765
201478481	0107000501	1.3878	291.4573	20.6549	50	3.43709	0	0	0.75315	0.57182	0.36889	0.20372
201478482	0108020302	1.4904	331.675	17.0623	79.8587	0	0	5.3744	0.99700	0.96304	0.67137	0.13808
201478483	0108020302	682.665	369.573		78.4554	6.25233	0.0131836	2.39612				
201478484	0108020202	6.489	324.754	18.5335	92.1569	5.4785	0	0.291262	0.78915	0.27384	0.03661	0.00381
201478485	0107000501	21.2319	291.3891	22.7587	65.4424	7.40113	0.945276	3.42927	0.19663	0.07561	0.02661	0.00905
201478486	0108020202	0.8784	321.948	18.3857	97.2727	0.614754	0	0	0.84356	0.34603	0.04936	0.00507
201478487	0108020202	3.8997	326.929	18.408	82.7465	6.60051	0	3.43873	0.79650	0.29403	0.04244	0.00469
201478488	0108020202	1.3248	325.623	18.7926	70	1.49457	0	2.17391	0.75926	0.26344	0.03898	0.00458
201478489	0108020202	1.1916	304.3437	19.3904	69.8113	4.75831	0	3.70091	0.54160	0.11796	0.01491	0.00171
201478490	0107000502	1.5768	285.1171	19.8849	63.0814	8.78995	0	6.44977	0.87829	0.13938	0.00362	0.00008
201478491	0107000501	5.607	291.9554	19.1895	76.3926	5.23274	0.272873	2.21509	0.76892	0.56269	0.33225	0.16136
201478492	0108020402	0.8982	301.1198	18.2167	100	0.300601	0	2.20441	0.98057	0.85594	0.41161	0.07610
201478493	0108020302	7.7823	320.1743	17.6704	80.1423	0.474153	0	6.56875	0.99016	0.88646	0.37718	0.04486
201478494	0108020302	980.121	359.294		80.229	4.82836	0.00918254	2.99259				
201478495	0108020302	55.305	320.713	18.4294	74.3397	1.06916	0.00976404	11.0578	0.94799	0.58136	0.09566	0.00799
201478496	0108020304	0.9153	307.967	17.2509	94.3182	0	0	4.12979	0.99813	0.97272	0.70384	0.13673
201478497	0107000502	0.801	283.8732	18.859	98.3051	11.3483	0	6.85393	0.98359	0.53640	0.02184	0.00043
201478498	0107000502	4.2336	284.8496	19.3518	75.7419	6.10119	0	14.8384	0.91822	0.19445	0.00516	0.00011
201478499	0107000501	14.2227	291.1292	20.3766	61.7078	8.07442	1.30355	3.91065	0.56152	0.34682	0.18042	0.08364
201478500	0108020302	972.126	359.619		80.2744	4.86215	0.00925806	2.9548				
201478501	0108020302	0.774	304.634	17.8553	57.1429	2.32558	0	36.0465	0.91471	0.48701	0.07752	0.00738
201478502	0108020304	217.711	326.417		81.5205	2.22818	0.120711	9.24056				
201478503	0109000107	1.413	285.4098	20.948	31.4496	15.4777	1.33758	1.78344	0.96709	0.86507	0.58314	0.23384
201478504	0107000402	18.4563	296.49	19.3434	90.1743	3.56951	0.0292583	4.74472	0.95014	0.78232	0.40398	0.11335
201478505	0107000402	3.0366	281.5469	19.9067	61.6142	2.45999	0	13.9004	0.94287	0.78562	0.44864	0.15302
201478506	0108020202	1.4355	322.274	18.2597	88.7597	0	0	5.20376	0.84358	0.35727	0.05419	0.00587
201478507	0107000502	1.7307	289.5845	20.184	39.9177	1.04004	10.1924	2.3921	0.67821	0.05162	0.00140	0.00004
201478508	0107000502	162.023	282.4807	22.7597	57.8392	10.1047	2.07026	4.48935	0.00058	0.00001	0.00000	0.00000
201478509	0107000502	19.0098	286.7192	20.0399	68.231	7.89698	1.08891	10.4772	0.65949	0.04124	0.00095	0.00002
201478510	0108020302	1.2213	318.7935	16.9878	85.8268	1.76861	0	6.77966	0.99737	0.96679	0.69051	0.14603
201478511	0108020302	5.5422	321.873	17.1374	88.4615	0	0	3.65378	0.99726	0.96465	0.67211	0.13340
201478512	0108020302	54.351	321.005	18.4202	74.4848	0.996854	0.00993542	10.6624	0.95010	0.59170	0.09937	0.00833
201478513	0108020106	2.2473	302.0126	17.9686	84.0108	0	1.36163	8.45014	0.99285	0.88857	0.31396	0.02559
201478514	0107000402	61.2558	291.3552	20.3826	82.9108	5.14972	0.0161617	4.76918	0.91953	0.68991	0.30224	0.07778
201478515	0107000501	58.995	290.7219	21.2671	59.2396	10.0473	1.45385	2.57971	0.28686	0.14516	0.06689	0.02938
201478516	0108020302	1.6182	301.2112	17.3089	89.0909	0	0.945495	9.67742	0.99430	0.92968	0.50062	0.07065
201478517	0108020302	4.1166	320.6338	16.5446	94.9495	0	0	7.12724	0.99898	0.98633	0.84191	0.28220
201478518	0108020302	2.8098	321.0724	15.9528	94.9791	0.0960922	0	12.7482	0.99955	0.99420	0.92921	0.50124
201478519	0108020105	18634.6	327.2194		77.8214	3.57131	0.103732	6.04645				
201478520	0108020202	1.5156	326.654	19.3749	45.7831	9.85748	0	1.42518	0.57262	0.14726	0.02177	0.00286
201478521	0108020401	3.6882	301.8295	17.9088	94.4858	3.80674	0	9.34602	0.99107	0.93777	0.67167	0.21735
201478522	0108020401	17.199	303.5692	18.5671	87.8413	9.39822	0	2.45421	0.98653	0.91135	0.59066	0.16842
201478523	0107000502	182.634	282.975	23.018	58.8895	9.78726	2.06133	5.09346	0.00021	0.00001	0.00000	0.00000
201478524	0109000107	0.9189	285.6326	19.9336	72.7642	4.40744	0	0	0.98655	0.92854	0.69724	0.28982
201478525	0109000107	572	292.6786		63.9333	11.5656	2.16378	4.02027				
201478526	0108020402	1.557	302.8612	18.2036	79.3872	4.91329	0	23.4104	0.92702	0.62881	0.18429	0.02925
201478527	0108020402	6.3927	302.8618	18.4974	85.9005	4.78671	0	8.34859	0.95309	0.72096	0.24732	0.04011
201478528	0107000501	41.6043	291.2045	21.2687	62.0264	8.77626	1.18329	2.47042	0.34242	0.17314	0.07767	0.03276
201478529	0108020304	7.2162	306.7917	18.3753	67.4398	0.972811	1.89573	7.6453	0.97284	0.72686	0.16505	0.01448
201478530	0107000501	53.7516	290.9834	21.1046	60.6081	8.52756	1.45335	2.62206	0.32744	0.16893	0.07823	0.03422
201478531	0107000501	55.062	290.9386	21.1192	60.9953	8.62373	1.42857	2.56947	0.32003	0.16400	0.07559	0.03296
201478532	0108020304	3.7809	307.8952	18.1171	70.9531	1.214	1.42823	7.28398	0.98424	0.82100	0.25189	0.02412
201478533	0108020106	1.8549	302.3034	18.39	67.5585	0.0485201	0	8.34546	0.98821	0.83727	0.24004	0.01902
201478534	0107000402	2.4228	305.3023	18.3366	94.3503	13.4473	0	5.64636	0.95927	0.81436	0.44967	0.13208
201478535	0107000402	1.7145	307.3411	18.0776	97.5309	2.4147	0	6.50919	0.97561	0.87975	0.57235	0.19668
201478536	0109000109	3.2616	298.3654	21.1528	27.0833	3.28639	2.75938	0.551876	0.43279	0.08960	0.01253	0.00163
201478537	0108020302	722.091	367.321		78.9819	6.03585	0.0124638	2.51171				
201478538	0108020402	9.8586	301.7755	18.57	86.6873	5.15793	0.0365163	10.6902	0.93900	0.66120	0.19837	0.03042
201478539	0108020402	19.6992	301.4782	19.1607	77.0368	11.8284	0.0868056	3.06561	0.90316	0.55563	0.14357	0.02198
201478540	0107000501	290.308	288.6045		49.856	13.6333	4.21095	3.72949				
201478541	0108020304	1.7946	309.0116	17.1502	89.1975	2.25677	0	7.27182	0.99798	0.97127	0.69788	0.13631
201478542	0108020106	20354.2	328.678		77.8857	3.57332	0.101381	6.03052				
201478543	0108020106	4.1427	302.1237	18.3377	76	0.021725	0.738649	8.47274	0.98668	0.81405	0.20554	0.01506
201478544	0107000402	3.258	288.3612	19.2398	79.1304	5.9116	0.165746	5.02762	0.96355	0.84192	0.51756	0.17772
201478545	0107000502	7.7193	285.749	19.8997	70.9579	10.5981	1.18923	5.46811	0.82414	0.09290	0.00223	0.00005
201478546	0107000402	3.312	282.835	20.0132	36.8421	4.02174	0	57.1467	0.60896	0.28801	0.09508	0.02656
201478547	0108020302	0.9054	390.938	16.2584	79.0997	1.19284	0	1.88867	0.99899	0.98734	0.86067	0.32844
201478548	0108020302	17.5572	394.536	16.4129	91.8396	0.589502	0	2.00431	0.99904	0.98716	0.85021	0.29524
201478549	0108020401	1.3644	323.552	18.0904	89.7059	2.63852	0	6.46438	0.98153	0.88100	0.50775	0.12564
201478550	0109000201	6.4773	300.1236	19.2027	43.9425	2.94567	1.75073	2.50104	0.84580	0.57625	0.25212	0.07713
201478551	0108020302	9.1899	387.114	16.3583	87.9025	2.98697	0	1.11644	0.99905	0.98758	0.85768	0.31360
201478552	0108020302	1.0935	309.3204	17.3168	84.2593	0	0	1.06996	0.99716	0.96407	0.67223	0.13555
201478553	0108020106	20358.4	328.673		77.8849	3.57258	0.101513	6.03102				
201478554	0107000402	2.322	282.2779	21.746	9.56522	23.062	2.32558	1.86047	0.89949	0.72533	0.43796	0.18695
201478555	0108020302	971.018	359.676		80.2788	4.86769	0.00926862	2.95697				
201478556	0108020401	19.9854	322.143	19.3336	81.0289	7.20976	0.0540394	3.60263	0.93349	0.67046	0.22772	0.04099
201478557	0108020401	3.1302	310.708	19.1214	84	15.6412	0	2.96147	0.95432	0.74904	0.29894	0.05742
201478558	0108020401	8.9559	327.517	18.6608	86.6058	3.14541	0	5.42659	0.96074	0.77498	0.32646	0.06386
201478559	0107000502	4.6071	285.6434	19.7014	72.9892	15.7062	0.664192	5.41121	0.87929	0.13644	0.00341	0.00007
201478560	0107000501	0.8982	288.5914	20.0117	74.3802	3.60721	0	1.002	0.73123	0.51371	0.29088	0.13739
201478561	0109000107	569.476	292.71		64.0094	11.6063	2.1563	4.03334				
201478562	0108020302	0.8559	352.34	16.1136	97.3856	0	0	0	0.99968	0.99560	0.94304	0.54780
201478563	0107000502	5.7384	284.5984	19.3106	81.4299	6.52447	0	11.904	0.93716	0.23748	0.00646	0.00014
201478564	0108020302	11.8359	321.4738	17.1634	86.5418	0.205308	0	11.771	0.99485	0.93616	0.52669	0.07785
201478565	0108020302	968.168	359.812		80.3331	4.88082	0.00929591	2.94374				
201478566	0108020401	2.9106	325.762	18.6822	83.3703	5.0402	0	4.20532	0.96374	0.79217	0.35345	0.07271
201478567	0108020202	2.2509	327.463	18.0584	98.3264	2.59896	0	0	0.89384	0.45142	0.07443	0.00780
201478568	0108020401	4.2408	330.77	18.5493	89.7993	2.99236	0	2.39813	0.96933	0.81389	0.37697	0.07725
201478569	0107000501	1.233	286.5401	19.468	90.1961	3.57664	0	2.62774	0.73191	0.49549	0.26105	0.11275
201478570	0108020305	3.0123	306.8501	18.4218	49.4152	2.18106	0.47804	2.59934	0.98736	0.87134	0.36993	0.04844
201478571	0107000502	153.993	282.306	22.631	57.3194	10.1003	2.06367	4.44937	0.00092	0.00002	0.00000	0.00000
201478572	0107000501	2.6793	291.2227	20.177	65.3226	6.04636	0.302318	1.07491	0.70121	0.48807	0.27917	0.13594
